gNa,gto,gCaL,gKr,gKs,gK1,"gb,Na","gb,Ca",gKur,INaCa(max),INaK(max),"Ip,Ca(max)",Iup(max),krel,[Cmdn]max,[Trpn]max,[Csqn]max,"tau,tr"
6.1553433622,0.1275247449,0.1392942932,0.0279061533,0.10613246,0.0932972041,0.0006113372,0.0009218506,1.005393012,1891.8633210629,0.65642575,0.3335109482,0.0038952102,24.1908761834,0.0443398814,0.0678383136,9.4732806598,212.051849888
7.7280596379,0.1480095841,0.1506518199,0.0280149917,0.121036624,0.1068668768,0.0006485108,0.001189026,0.9152815158,1206.5841701969,0.6084576086,0.2128438142,0.0060699659,26.1993620218,0.0586782535,0.0572402188,8.8807162087,177.9387504314
6.5532006287,0.1987098637,0.1221189888,0.0275786077,0.1591323125,0.1047774268,0.0008043021,0.001304799,1.1045524875,1676.856787479,0.595054858,0.2324090695,0.0039714155,26.1878150559,0.0416252425,0.0861387746,8.0130478471,224.5064042582
6.8619329739,0.195586983,0.1351635493,0.0300874581,0.1159745788,0.0752005408,0.0005680973,0.0009572052,0.8610981982,1817.0514880134,0.5327373593,0.3063674202,0.005551441,32.5714106266,0.0477430035,0.0551317305,12.4739893653,204.8092436768
8.6312531949,0.1460183252,0.1462111495,0.0340584383,0.1014709604,0.0994587746,0.0006959505,0.0009648793,1.2363231481,1838.3668639923,0.6617047689,0.2831300812,0.0049782623,34.1053783752,0.0450275304,0.0753304973,11.1188192997,185.1479646347
9.2558496451,0.1516571433,0.0960434464,0.0246457796,0.1214331351,0.0999232419,0.0007586089,0.000970918,1.1446159619,1542.8547546042,0.5518880117,0.2321629278,0.0039062381,29.165225151,0.0591438515,0.078582393,8.7263846516,141.9561734037
6.3951370062,0.1588924896,0.1472631281,0.0311911687,0.1424631922,0.105039067,0.0006530592,0.0013293911,1.0808978819,1711.7504964381,0.7009056837,0.2799748528,0.0047606144,26.7744591349,0.0624882636,0.0632225482,9.8138558704,135.3242056319
8.0252822435,0.1922058553,0.1341585841,0.0236356999,0.1078883071,0.1004895935,0.0005495753,0.0012021681,0.7661922968,1917.3580944084,0.7281097946,0.207343505,0.0062436802,35.9587303352,0.0505859471,0.0537036244,9.9261552743,170.2167509271
8.6173879455,0.1748264594,0.1113528016,0.0241471796,0.1557390979,0.1027756371,0.0006756354,0.0010008659,1.0507421754,1223.0986356163,0.6721345194,0.3387965917,0.0051477146,36.8853383888,0.0421121231,0.0594062101,8.7459866764,143.3229106864
6.2958139815,0.1524350127,0.1201750543,0.0362255265,0.1304253291,0.1105613349,0.0006272271,0.0011707403,0.9626908545,1958.3082863957,0.6351523481,0.3385427427,0.0060912521,34.1355800387,0.0493604123,0.0720210836,9.9338130336,163.9164618081
6.6020821511,0.1240280918,0.1085664094,0.0262216024,0.1094191461,0.076049962,0.0007138369,0.0010866489,0.7554498527,1671.4285333838,0.6600727466,0.2686694733,0.0041218895,28.2509962994,0.0588013683,0.083082084,8.7494574122,164.0200130772
9.0096747924,0.174232273,0.1498104322,0.0226185951,0.1394467688,0.0986016764,0.0008161998,0.0013710628,0.7933885035,1522.5028237251,0.7052065492,0.2172317666,0.0057524493,23.4873689099,0.0482065498,0.0566763404,9.3324021184,187.6698760122
9.0491398505,0.1814282206,0.131018215,0.0260315766,0.1323361653,0.0883472046,0.0008288773,0.0008580453,1.0307448766,1889.1303114669,0.4913983786,0.3164449416,0.0046678633,27.3763594086,0.0474931558,0.0586153617,11.8802469444,140.8366183895
9.6957778067,0.1876640569,0.1450011421,0.023577229,0.138238742,0.0932083857,0.0005552624,0.0009356763,0.8804968086,1418.6664799558,0.5809436062,0.222698107,0.0050655406,37.3669927058,0.0576807358,0.0559066586,9.2983518487,218.7479589706
6.1475783212,0.1451938207,0.1235725025,0.035502047,0.1373282061,0.0872914039,0.0007313196,0.0013826226,1.1140395336,1452.8084900175,0.7438652686,0.2967341451,0.00398258,37.2140264817,0.0493018045,0.0821838503,11.5803163208,222.9248537732
7.1956946831,0.1787606358,0.1348661221,0.0261202942,0.0986093467,0.0844648978,0.0005738717,0.0010494987,0.7840445169,1782.9461809797,0.5552382132,0.3406625214,0.0051698566,27.6724195929,0.060481146,0.0605118359,9.5163655393,165.0223168803
8.7079219704,0.1796033274,0.137270586,0.0299044222,0.1354383158,0.1000047895,0.0007935322,0.0011770225,1.1115080803,1548.5509277505,0.6458888604,0.2549272666,0.0045827174,32.3524574494,0.0542752179,0.0711416638,10.6704569737,192.8687540757
8.5108043526,0.1836414701,0.1290559231,0.0257011151,0.0992822886,0.0998163696,0.0005226689,0.0012866489,0.8824721723,1940.0183965011,0.5141714503,0.2561585226,0.0058781392,36.7851376351,0.0603059708,0.0580787347,8.7433343836,153.6750385468
5.9797778869,0.1962842148,0.1273507698,0.0285993249,0.1244594423,0.0979176561,0.000611008,0.0011063498,0.8330090006,1257.732107527,0.4995570974,0.2364755275,0.0040444126,32.3370276969,0.0476095072,0.0557592743,12.3326197192,203.0796999729
7.1301566928,0.1620089171,0.1417645416,0.02952647,0.1598395535,0.0906011716,0.0005438838,0.0009654538,1.0355833912,1270.0873398979,0.5616068065,0.325055539,0.0048757415,27.4305336069,0.0555467865,0.0870713066,9.6919612547,205.5592887293
9.2608301989,0.1432231112,0.1215793101,0.0333337523,0.1103990166,0.0689945532,0.0006579841,0.0012998361,1.1701481994,1679.3359104717,0.5278492983,0.2316548592,0.0059291298,27.8570478938,0.0577982327,0.0614147,10.7226692079,167.6900630538
7.4606680789,0.1437595345,0.103885762,0.0262962224,0.1455901356,0.0824097838,0.0007052651,0.0009921203,1.2013236874,1371.5695403539,0.6828471513,0.2135753444,0.0054291905,30.751507483,0.0377687943,0.0797924575,8.9632018004,174.2560492541
6.4501071163,0.1657239595,0.1377586855,0.0238208193,0.101231888,0.0792695497,0.0006327427,0.0009913402,0.8168190022,1579.0813570851,0.6116305044,0.3422291499,0.00482094,26.4803438635,0.0490955072,0.0701164552,8.984092291,222.8476162257
7.150000136,0.1555462893,0.1108352079,0.0286324583,0.1380555681,0.0747175925,0.0006725647,0.001205871,0.9892337475,1342.8397646471,0.6920510196,0.3158068075,0.0045980688,36.2252110315,0.0492334145,0.0779634423,9.3866297764,194.9690248407
7.1333792165,0.1285387868,0.1015045175,0.0341925708,0.1408717892,0.0942568191,0.0006358243,0.0011337896,0.9653537665,1887.4143611055,0.7153819986,0.2871725017,0.0040637704,25.3427278731,0.055003786,0.0596111147,9.6708149566,140.9406247561
9.2177023023,0.1403200253,0.13995799,0.0344651566,0.1532721812,0.1066548929,0.0005099269,0.0013215104,1.1069960565,1904.7899226302,0.6345941253,0.2131259397,0.0042560465,26.3097269778,0.0377085752,0.0631872859,9.9028055591,161.6109627577
7.3601964506,0.1329386055,0.0998237289,0.0254215554,0.1021290813,0.0724611454,0.0006927754,0.001309392,0.918961389,1462.4169394164,0.6816553097,0.289362446,0.0057161403,27.5989368766,0.0530996001,0.0617266078,12.0348615319,210.0365875419
8.3022175939,0.1945609899,0.1253319762,0.0228648313,0.1450940717,0.0950538775,0.0006206368,0.001212286,1.2231949311,1954.6855908298,0.5466334212,0.263150303,0.0049341161,30.340856535,0.0572713906,0.0683379096,11.5717648717,190.5920073425
9.0435628904,0.1880201329,0.1320725262,0.0233746231,0.1406589584,0.093392874,0.0007604015,0.0009013676,1.0030835548,1361.1046112209,0.5857224237,0.3330100871,0.004285233,23.0569352856,0.04557704,0.0601718013,8.6752735664,159.0584870155
6.5411168797,0.1537926456,0.1074848612,0.0363433946,0.1221601508,0.0844424211,0.0007504677,0.001180707,1.106485834,1424.5568841791,0.6785036724,0.3236607111,0.0052896132,33.0087816682,0.0449795334,0.0748661364,8.0543424184,200.8468988044
8.5652794228,0.1370751628,0.1518457393,0.026016019,0.0984890574,0.1072408333,0.0008062058,0.0013079641,1.1415270747,1947.1368273166,0.4675412989,0.2998517179,0.0046120171,35.7874245683,0.057301009,0.0744543001,12.0280814591,165.5309919677
8.5473232206,0.1898832525,0.0966928204,0.0359778757,0.1539900091,0.0835139793,0.0005617908,0.0011837876,1.0057132754,1276.0422605269,0.5904020353,0.3160767324,0.0055668731,23.6476161431,0.0492185679,0.0765454827,11.2026415249,205.4435805447
6.6909622478,0.1342322845,0.1044012427,0.0339974447,0.1130137576,0.0933785386,0.0006747969,0.0009664225,1.0951693211,1823.5927508508,0.6627820802,0.3237465771,0.0054172279,36.4308402933,0.0379511148,0.0630256957,9.783868317,213.666833482
7.7648009281,0.1534528251,0.1210777739,0.0237139492,0.0980177649,0.1101616754,0.0007472599,0.0009514011,0.7923616308,1339.6343467917,0.7244518982,0.2719006052,0.0049184305,24.4115440353,0.0381172123,0.0797278094,8.3438032984,145.1955621997
7.0688186749,0.2005267358,0.1065650587,0.0323330321,0.0977157685,0.0786331527,0.0005134532,0.0013965703,0.7884753785,1535.872567301,0.5572510804,0.2691438472,0.0042171172,29.747988643,0.0529166285,0.0645375568,9.4603605976,176.3657397461
7.7135096016,0.1580862154,0.0962997373,0.0313582117,0.1052554691,0.0748096614,0.0005443045,0.0010333936,0.8162847146,1512.6936200438,0.7275552115,0.3102765556,0.0057933758,35.2175140927,0.0554451489,0.0575664662,8.9094912779,188.6611789782
7.6521346007,0.1256132412,0.148384145,0.034938029,0.1610124761,0.0785997929,0.0006256784,0.0013724539,0.9243678719,1330.0880104639,0.5313269935,0.2480334056,0.0057100783,32.7839830136,0.0567314233,0.0782537468,7.5664994788,166.6076513869
8.8747256049,0.1438603445,0.1196754705,0.0293176109,0.1390936981,0.0988908273,0.0007192027,0.0011739153,0.9924595312,1914.0637001086,0.6539186709,0.3151933751,0.0047157173,24.6013841066,0.0433795693,0.0836691019,11.0594273831,201.7884599292
8.5557465166,0.189425655,0.1282221,0.0264738348,0.1482776087,0.0849044101,0.0007898814,0.0011308464,1.1863618978,1621.3017908894,0.7410269366,0.3371815818,0.0059552709,27.7557096207,0.0523254677,0.0551464105,8.5830298106,185.7122135378
9.0586667532,0.1794890171,0.1356805673,0.0352220888,0.1471511487,0.095572266,0.000820211,0.0010836339,1.0448442558,1221.5492346991,0.6905759933,0.2884201764,0.0057648174,24.1027420633,0.0574363419,0.0762735115,12.2970893573,144.0086865941
7.0385824306,0.144490333,0.1038998799,0.0310439111,0.1088408397,0.1002333048,0.0007856433,0.0009782838,0.909735256,1320.0253221154,0.5147825316,0.255204739,0.0061131497,32.2601564898,0.0548165524,0.0579459369,8.8682881935,175.7871800045
7.5152420901,0.1271177987,0.1160142921,0.0360177704,0.1116401399,0.110284262,0.0006027692,0.0008765528,0.9040012559,1205.883049732,0.4792670779,0.3241564145,0.0040950124,28.5779937868,0.0484701828,0.0658554811,12.083961402,182.2684700622
6.6604867511,0.1827501762,0.1424689265,0.035143952,0.1103816318,0.0882930535,0.0005882549,0.0013122425,1.072981661,1877.3156126636,0.6776865163,0.2099271821,0.0050364536,30.9592322242,0.0533815292,0.0559668771,9.9369304486,201.08965107
9.6201764487,0.1573216608,0.121273669,0.0307636628,0.1300920068,0.1088758569,0.0007440978,0.0014003993,0.8836950823,1514.7580213713,0.454067718,0.2405391904,0.0055860469,34.7101546747,0.040567325,0.0683853394,8.339882597,146.1409628694
8.5980850855,0.1943172757,0.1159865748,0.0292710542,0.1449932412,0.1025335743,0.0005694747,0.0009744743,1.1450563016,1555.1788681193,0.7198615813,0.295486389,0.005839513,27.2088228762,0.0449625757,0.0527206722,8.5149786532,171.1146098731
9.5708178999,0.1540308575,0.1099274899,0.0222097473,0.1238802095,0.0857063171,0.0005632548,0.0013760662,1.2105594782,1945.5608075319,0.7349598909,0.317327982,0.0050968192,35.6050342305,0.0438403905,0.0869749673,8.0706175627,195.9139802758
8.8664944952,0.1811081238,0.1272895114,0.0253273747,0.125158839,0.1036861505,0.0005896281,0.0010939993,0.8270147559,1774.0873486701,0.5058146671,0.340910159,0.0049352437,32.1719952758,0.0411739702,0.0679838432,8.5952546675,179.5534349247
7.4219159392,0.1555194185,0.1159268049,0.0237265244,0.1358135711,0.0715901207,0.0006979361,0.0013346305,1.16024139,1432.3529337341,0.5418500307,0.3291824358,0.0041877044,33.7816897791,0.0394243332,0.0871785954,10.0264497397,220.8400864973
6.9119726238,0.1441241918,0.1088383378,0.0278118761,0.1271538115,0.1058617575,0.0006034034,0.0009361678,1.1061227065,1612.827115969,0.5338244504,0.2373260367,0.0051202891,28.8556459002,0.0613847365,0.0668916914,11.5036009552,171.0125746576
7.4168597952,0.1642825322,0.1458355625,0.0279520983,0.1398472207,0.0989789194,0.0007418962,0.0010809759,0.7567728208,1879.5209188711,0.7110350738,0.3261741363,0.0060453832,31.5643560904,0.0444366293,0.0859833574,8.3128082809,152.5912688029
6.8686898112,0.1397023994,0.124034692,0.029916563,0.1264813456,0.0943149865,0.0005529461,0.0011343007,0.8027750112,1639.5799353177,0.471551538,0.2372200742,0.0051273702,26.4701662211,0.0562545254,0.0721744092,10.8230132972,187.0299883815
7.8440216968,0.1852850437,0.1320753615,0.0275063096,0.1439714956,0.0956835945,0.0005246467,0.0009624996,0.9525585268,1680.0933649806,0.537574843,0.2296500452,0.0037888988,29.8641073039,0.0415882716,0.0647713914,10.1286410242,189.9159749878
8.846134179,0.1760873862,0.1299224111,0.0319385002,0.1262125327,0.0790574164,0.0006197934,0.0010673387,1.021151123,1808.5846104776,0.5583082065,0.2895411026,0.0058204524,25.7153145175,0.0605596294,0.0716626408,11.3981261177,180.4682054292
6.4833492413,0.1979965288,0.1226947046,0.0298837526,0.1476685234,0.1096409917,0.0005689637,0.001086991,0.8174946107,1367.0681647789,0.6172347766,0.292507871,0.0040222005,26.1467252036,0.0436977096,0.0694078528,8.1230023013,210.0235606973
7.805660474,0.204345899,0.1412358127,0.0261119634,0.1427650568,0.1033410049,0.0007513673,0.0012755858,1.2197785295,1346.5111869687,0.5841990924,0.2890519672,0.0045695441,31.3954553498,0.0487109949,0.0793084758,8.1542579183,191.2956379875
8.3696248262,0.1790252044,0.1176506238,0.0294241529,0.1028346124,0.0820686729,0.0008176507,0.0008632746,1.1777849713,1522.8550293998,0.5807711116,0.2326534649,0.0061227292,26.1777594562,0.0559030902,0.0773234225,12.1877330573,158.7428759172
7.2956870898,0.126294698,0.0992973581,0.0324875571,0.1395118725,0.0749173202,0.0006780056,0.0009254785,0.7636513706,1433.8779055226,0.6422326035,0.2091144678,0.005391683,25.4412718021,0.0611619188,0.0736933041,10.4803516515,215.7695565612
6.8775202378,0.1353808036,0.1309650028,0.0282169957,0.1054166134,0.0938707435,0.0006505739,0.0013852471,0.8409780556,1556.1881787113,0.6281096001,0.2167661826,0.004723251,27.0967689567,0.0442932681,0.0778004585,9.1881726939,137.303408694
6.3976350643,0.1770569152,0.1453860662,0.0282479485,0.1465467001,0.070788982,0.000634017,0.0012849032,1.0816693476,1437.8283149883,0.7277392546,0.2206988789,0.0049212582,32.9831450224,0.0451787751,0.0852933224,9.2796362667,219.7046428047
9.0205965208,0.1678001395,0.1245684167,0.032507063,0.1234333078,0.0811313643,0.00061769,0.0011322133,1.2021982844,1527.881027739,0.5532645515,0.2080487297,0.0057579747,32.7366661341,0.0513853231,0.0757728347,11.5507348681,159.9026741721
8.7978510249,0.1694807505,0.1366769175,0.03637733,0.1429689361,0.0690183069,0.0007977404,0.0013406169,1.0652658194,1308.9511171074,0.5161431789,0.3134532073,0.0041952271,33.6487134208,0.0551267008,0.0680840679,7.7835558421,158.8833238072
8.4456256958,0.1950639218,0.1065047021,0.0328510999,0.1546184329,0.0740193455,0.000785168,0.0011047947,0.9169264368,1202.17926407,0.4839454502,0.230529494,0.0059061102,25.3088599938,0.0474318844,0.0545219412,8.8751656041,212.5309460707
8.2541949526,0.1558534372,0.1112599444,0.0342587856,0.1207500223,0.1053498223,0.0005077494,0.0012340715,1.0142254803,1591.5052261974,0.5241514924,0.2708666031,0.0042491305,32.6547004028,0.0597692267,0.0533034272,11.0623785314,197.3480783804
6.0070958123,0.1566154604,0.1287611958,0.0296772828,0.1438344094,0.0770645689,0.0007898533,0.0009618062,0.9649397811,1472.9794743598,0.5757149159,0.213149029,0.0059970605,23.9542124497,0.041936752,0.0839232763,8.1443284964,168.9223183573
9.0157278467,0.1255257279,0.150461785,0.0279431805,0.122005305,0.0847172515,0.0005747156,0.0014033998,1.2266402663,1582.1127637463,0.5661087737,0.2175065197,0.0053532255,33.4756507753,0.0483814881,0.0777436642,11.3059650076,220.2952253559
6.8199838119,0.2052443219,0.1073563765,0.0222086488,0.1518706404,0.1019698036,0.0007915617,0.0010758713,0.8864070779,1942.1212966446,0.727028637,0.2389128219,0.0042451033,30.3164594133,0.0568616265,0.0631643838,11.8962630228,138.1837572862
7.1987735779,0.1698319998,0.1010255059,0.0327332133,0.1127724568,0.1054532645,0.0005599617,0.001387954,1.0112583216,1839.7693179751,0.4515456579,0.243850297,0.0047968099,26.1291360336,0.0565714932,0.0831859057,12.3822461654,218.0860693176
9.5865962624,0.1709683047,0.1164386023,0.0250567402,0.1018195455,0.0761794665,0.0008206246,0.0008555391,0.8207644413,1729.7459831853,0.7262724541,0.2600623431,0.0050631771,33.1525331628,0.0523631294,0.0630828244,11.4319916335,158.2917536765
9.3854939177,0.1318494736,0.1259725154,0.0313296623,0.1436041516,0.0900474424,0.0005844317,0.0012543637,1.1502485566,1386.4293029141,0.6709126943,0.2566840797,0.0040510317,24.6178449379,0.0573858424,0.0635592285,8.6658833577,197.8823171506
9.5601224587,0.1499028309,0.1411911724,0.0245939181,0.134141393,0.1012686005,0.0006752264,0.0011924782,1.1273093639,1271.0046853851,0.6030973273,0.339590243,0.0055365851,23.921125839,0.061498135,0.0756514034,8.0745997457,182.2487602805
6.1748285009,0.1288132766,0.1051722495,0.0365399596,0.1606745663,0.0803311274,0.0006076545,0.0013616081,1.0855982585,1630.2804927695,0.7093105793,0.2100438725,0.004473347,32.2345204255,0.0478581499,0.0591412586,12.14276389,219.7616830202
8.4063356329,0.1465474941,0.1043402721,0.0241936013,0.1130640737,0.0882677846,0.0007554845,0.0012294882,0.8295315147,1526.3397035423,0.4881259776,0.3398103774,0.0060440406,25.2305571082,0.0564222473,0.0719832154,9.1473239073,194.3032801674
7.5488654287,0.1823665179,0.1266385858,0.0302679657,0.1405202736,0.0953603411,0.0006074252,0.0011825792,0.8399649169,1593.030016018,0.5642155098,0.2286606163,0.0050687418,25.914570581,0.0487009291,0.0578293966,11.6415773401,213.8204955089
5.8885038659,0.1406639592,0.1284696405,0.0263472234,0.0995524538,0.0736577879,0.0006924267,0.0013163911,1.0584980687,1364.2859337211,0.485458534,0.255904461,0.0056356166,32.0246793213,0.0515233707,0.0817717418,8.9897519168,189.2877617282
8.0924992308,0.1311015296,0.1312219086,0.0245388436,0.1429063976,0.0934408489,0.0005570707,0.0012628958,1.1746315043,1709.6792706626,0.4521875521,0.2192081559,0.0043689315,32.9672038483,0.042522967,0.0758185779,8.9438998292,219.6151457781
7.1147537199,0.1909781902,0.1020148957,0.0272601137,0.1534225257,0.0741965862,0.0008128664,0.0012072782,0.9621440696,1289.3590469562,0.4697447634,0.2874409085,0.0053098192,35.2739999807,0.0378221133,0.0662941903,9.9502512832,164.3513435208
6.371215048,0.1929569055,0.1039450595,0.02789376,0.1146457423,0.0925767135,0.000593969,0.000930072,0.9445660738,1553.4812844866,0.6374827065,0.3048498296,0.00445859,32.5101760217,0.0411199559,0.0809306885,10.2767934168,143.2472881161
7.6759321961,0.1252578717,0.1306520837,0.033904121,0.1564711319,0.1022957946,0.0005996559,0.0011440799,0.911454423,1664.2034098639,0.597193259,0.3390893017,0.0057539572,36.2364034363,0.0546874939,0.0803855476,10.264119721,214.9603875381
6.9883451161,0.186284358,0.1525617727,0.029920584,0.1406456112,0.0858896189,0.0005409208,0.0010014035,1.1925237736,1489.9168142962,0.7169531398,0.2934463277,0.0044133259,28.4140830181,0.0588762298,0.0871156921,7.7147822957,193.7746079728
8.7774422049,0.1567373256,0.1486193853,0.02655644,0.1024901805,0.0955915803,0.0007886712,0.0009113099,0.8728364821,1878.318788833,0.5133716628,0.2710569775,0.0058287367,25.395247424,0.0536591229,0.0795826186,8.3527466969,218.2560045331
8.3220504309,0.1736801291,0.1490664132,0.0309202296,0.1173876389,0.0688577943,0.0007309053,0.0012758465,0.9764212449,1651.2133765117,0.4731666212,0.296284898,0.0061644116,23.717082906,0.0404345341,0.065925203,9.4451829393,170.7788851931
8.6832100239,0.1420034893,0.1261351006,0.027007046,0.1289974151,0.1115277258,0.0008388587,0.0010677097,1.061381453,1216.267906084,0.6179474099,0.2651817796,0.0059430544,28.8384557286,0.0615213143,0.0761159725,11.1359019141,151.0028021302
7.2122145637,0.2038964577,0.1173328139,0.0287946837,0.1530947835,0.094984111,0.000549825,0.0010161961,0.9273878447,1782.1539336013,0.6285706061,0.2565979578,0.0061260989,24.1392207951,0.0453000739,0.074754987,10.9867869152,147.1439004163
6.2307283534,0.1539207853,0.1064423343,0.0301653192,0.1292803857,0.0789672668,0.0006633308,0.0011558041,0.975707891,1752.6851596627,0.5524768718,0.3369377251,0.0043825281,37.3373841826,0.0455465963,0.0646263309,11.3092325071,144.2189469438
6.9520232801,0.1440030616,0.15037323,0.0244923099,0.0999503585,0.0743050023,0.0007237746,0.001356183,1.0159258005,1964.7887751018,0.5823076495,0.2333821496,0.0039628205,28.1174025688,0.0595598538,0.0779211571,9.9552047998,223.4237147646
6.2144949405,0.1241814904,0.1297642955,0.0308450243,0.1544646588,0.088008349,0.0007531379,0.0011066999,1.1636504827,1674.3483677942,0.5435455313,0.259349767,0.0053493033,34.0036886758,0.0604192003,0.0790238631,9.5870546081,199.6374633763
7.6013669105,0.2064919049,0.1209513084,0.0350676475,0.1129224844,0.0846260137,0.000595384,0.0013899523,1.045247276,1667.7525919001,0.5291692072,0.2325402665,0.0048572851,26.6515281568,0.0536130224,0.066990906,11.712627338,151.7065965258
7.7058940785,0.1508037596,0.1516565034,0.0261977686,0.1080138153,0.0908579628,0.0006559909,0.000892595,0.9691891209,1472.5728131988,0.7193163299,0.2562653846,0.0039485322,33.2118825852,0.0430746256,0.0548232552,8.2221950669,153.3550762509
6.0249613067,0.1592169439,0.1365793241,0.0283635304,0.1363824462,0.1043606248,0.0008303972,0.0013055861,0.9648032975,1822.3424155722,0.6774444606,0.2626194314,0.0045871425,27.9949820323,0.0495467293,0.0591944937,12.3245013011,160.4572980922
9.7372561331,0.1408531268,0.14609966,0.0267120259,0.1173300545,0.0860199204,0.0005637394,0.0013565619,1.199605291,1609.8366436128,0.7043377237,0.2221637143,0.0051010068,25.9306053757,0.049644665,0.0690847593,11.9715880707,171.6740144885
7.1180463418,0.2008065624,0.1191310017,0.0315206101,0.1050375815,0.0987041899,0.0006302151,0.0009837623,1.0839413631,1437.0054799736,0.4670737993,0.2469128696,0.0039741305,31.0688137912,0.0470609139,0.0804140218,8.5162408188,167.6321455524
8.7744391144,0.1988675213,0.1351842905,0.0353790834,0.1106260675,0.111115034,0.0006672403,0.0013217715,1.1081081904,1771.3342421465,0.5527112366,0.2990383745,0.0056570636,37.0146234025,0.0595475064,0.0672152822,7.5118459491,217.702172716
6.470089075,0.1354221905,0.1097556065,0.0243920424,0.1587541703,0.106191102,0.0006536937,0.0012906615,0.7998049054,1500.4793679135,0.5159894065,0.2685574531,0.0045176325,29.5251053163,0.0506821667,0.0840872686,11.3509852993,183.4224957341
8.4443271452,0.1526984606,0.1464382066,0.0330035366,0.1381997642,0.0704915833,0.0005575161,0.0010841507,1.057560195,1332.2833780526,0.6055005881,0.3140429362,0.0053286593,22.7841277279,0.0402303038,0.0843660923,9.6015138044,212.2437907842
7.3796670419,0.1786180324,0.1470289991,0.0291957384,0.1098939278,0.095011509,0.0006887731,0.0011675615,1.183748448,1699.1056873022,0.6062688763,0.2978485525,0.0052477412,26.4349324072,0.0600444094,0.067421109,11.0918220621,178.8720887271
7.1683867249,0.1520651594,0.1017621377,0.0324407454,0.099303195,0.0928129794,0.0006303747,0.0011714806,1.0955096509,1356.9383637192,0.7383191934,0.3023096438,0.006136214,24.267227512,0.0622625221,0.0792804904,11.771979868,200.5634260517
7.8536842899,0.1482558392,0.1013597065,0.0327199931,0.1594914351,0.071935394,0.0007352495,0.0009950738,0.8018945816,1914.2594837119,0.7247445445,0.2127006867,0.0055381485,27.1721570756,0.0560258826,0.0555172342,9.6323493092,213.2980526707
8.735098399,0.1302758478,0.0941408846,0.0283179123,0.1187117727,0.0981197436,0.0006826298,0.0013228497,1.1555039718,1343.8708436713,0.5421972699,0.3374467736,0.0051063852,27.2641158068,0.0514401818,0.056959879,8.7610448736,167.1147429924
9.3754634864,0.1613431298,0.1192625681,0.0223085281,0.1422117176,0.0967049596,0.0005241864,0.0010928156,0.9906552476,1412.0655655632,0.7288496355,0.2841936184,0.0049167082,26.9749396413,0.0421320825,0.0729503534,8.4485992016,183.1807037192
7.7205662494,0.183342175,0.1258005186,0.0296541285,0.1230970248,0.1032983503,0.0007093103,0.0012201124,0.9346114607,1810.253437487,0.6322034106,0.2621230013,0.0062266938,35.443586084,0.0404771063,0.0599579105,9.7157672537,196.3063753826
8.825183082,0.1309794798,0.151588054,0.0355907498,0.1523427925,0.1103571309,0.0008164958,0.0012033877,0.8217744406,1772.6345884224,0.5121380947,0.216503665,0.004252366,22.8725356866,0.0504893864,0.0792776673,8.7289714483,153.5645749453
6.3445383309,0.1645538458,0.1069374497,0.0255458836,0.097842165,0.0792246336,0.0006810995,0.0013918425,0.9119595105,1250.8699647613,0.6239556014,0.2366667459,0.0041100892,31.3697165129,0.0566908685,0.0830178212,10.4449856363,213.9757154295
8.8071269275,0.1272040379,0.1385255939,0.0288582087,0.101453125,0.0703485955,0.0006397404,0.0008627587,0.8367016188,1390.2470503355,0.4565637584,0.2064498498,0.0056045188,24.1573427442,0.0564682325,0.0828715645,11.7605802397,180.7191119433
6.069577256,0.1357561379,0.1059898891,0.0353228981,0.1448718109,0.0861276608,0.0006070474,0.0012379829,1.1459977615,1596.3041850805,0.4624623439,0.2085008138,0.0054272881,27.3268705096,0.0513663447,0.0677154056,10.7790881925,177.7912101863
6.6490786327,0.1818454688,0.0931839924,0.0362661733,0.1215722839,0.0746725083,0.0006968228,0.0011936669,1.1171028604,1696.0703205453,0.5671597626,0.288693414,0.0040818138,34.5243882532,0.0467290109,0.0831646695,9.1803019305,171.2165821029
9.3930454778,0.1496605783,0.1142444718,0.0358417199,0.1164238694,0.0890851029,0.0007763988,0.0013350914,1.0773270274,1812.6136144269,0.6713048652,0.3189021831,0.0062326852,30.9774418773,0.0453340535,0.0776019377,7.5818119983,196.8786277917
9.4215609451,0.1932866344,0.1184988497,0.0341253093,0.1499608813,0.108337972,0.000522007,0.0011302806,1.0071735472,1796.7641704131,0.650128717,0.248257724,0.0062294846,31.1702092194,0.0546584665,0.0813404954,9.3020076659,165.6589907393
8.60229079,0.2003623479,0.1506732884,0.0286281223,0.1554981441,0.0815727856,0.0006916802,0.0009188288,0.7521423464,1459.1841494436,0.5868534286,0.2543805696,0.0048893765,33.5582444425,0.0456087098,0.0799437158,11.5445035792,141.4426553036
6.4984766979,0.1427174892,0.0942506635,0.0359938496,0.1007095076,0.076528524,0.0005633819,0.0008992422,1.2276671173,1547.8295519001,0.7381737104,0.3437203577,0.0043901308,32.1805345722,0.0492785418,0.0643876005,10.3393879199,219.1232539946
7.833150886,0.1635749984,0.1061344634,0.034981501,0.106475254,0.1031653048,0.0005761041,0.0011457121,1.1895376267,1440.9908624319,0.5940843478,0.234868292,0.0042702741,34.2708292033,0.059020044,0.0636506342,8.7710637362,150.4876082239
