PCa,Jup,[TRPN],Gncx,"INaCa,SS",CaMKo,[BSL],aCaMK,bCaMK,"tau,diffCa","Tref,v","TRPN50,v","nTm,v","nTRPN,v","kTRPN,v","rs,v","rw,v","Aeff,v","ku,v","beta1,v","beta0,v","gamma,s,v","gamma,w,v","phi,v","ca50,v","nu,v","mu,v"
0.000113674,0.915129,0.0930709,0.0013018,0.677267,0.0637805,1.12193,0.070213,0.000843842,0.27443,137.491,0.343104,1.69643,2.85133,0.12755,0.13843,0.274917,21.9279,0.0261521,-2.44734,3.17373,0.00758771,0.434249,2.47864,0.65175,4.14794,2.50409
9.39424e-05,1.24389,0.0801576,0.00202917,0.767597,0.0297721,1.10785,0.0592037,0.000738348,0.147163,93.0611,0.260835,2.86449,1.87555,0.074479,0.267783,0.549254,32.119,0.0308327,-1.78889,2.89055,0.00466229,0.667559,2.80355,0.832799,9.13263,2.00192
9.41346e-05,0.861967,0.0488853,0.00115549,0.877896,0.0262846,1.27099,0.0579059,0.000643761,0.137427,176.775,0.199731,1.85668,2.66518,0.141355,0.205247,0.37859,25.7902,0.0279089,-3.58382,2.63106,0.0120541,0.518735,2.66548,1.02942,5.71552,1.54134
0.000125463,1.40155,0.0899555,0.00127148,0.780094,0.0326913,1.21139,0.0625679,0.000733607,0.250427,83.7775,0.28488,2.88969,2.01083,0.130411,0.286515,0.699034,15.9964,0.0177108,-2.67599,2.9057,0.00655899,0.910036,3.19759,0.904444,8.86701,1.61075
8.44358e-05,1.25054,0.0886249,0.00146365,0.380317,0.0500873,0.875291,0.0440052,0.00101332,0.270028,132.973,0.494507,1.75778,2.60308,0.1243,0.351588,0.293338,31.0206,0.0288153,-1.48336,2.5703,0.0114658,0.345648,2.78249,1.12332,5.14762,3.33182
0.000115039,1.22355,0.0763036,0.00256732,0.293341,0.0450527,1.64583,0.0378395,0.000396,0.245773,136.308,0.181162,1.85738,2.85483,0.0631115,0.228762,0.419958,30.8339,0.0176574,-1.78131,2.02487,0.00692601,0.433131,1.66353,0.947808,8.93643,3.09306
6.89267e-05,1.08633,0.0846516,0.00208298,0.346383,0.046922,1.34126,0.0351495,0.000981381,0.111979,66.0072,0.28523,1.67739,2.09416,0.0534389,0.333035,0.265012,30.3623,0.0210331,-2.62451,2.66945,0.00728138,0.599656,2.2943,1.04266,10.162,2.50301
6.16977e-05,0.887609,0.0544368,0.00126174,0.384637,0.0268997,1.27903,0.0431115,0.000910896,0.239607,68.1617,0.269546,2.38961,1.5219,0.148181,0.127107,0.707206,23.9828,0.0196772,-2.51313,1.60551,0.00889818,0.402334,2.57943,1.20627,6.78918,2.46473
9.45769e-05,1.29466,0.100851,0.00149099,0.442809,0.0419079,0.850862,0.0584704,0.000539186,0.219216,127.171,0.362476,2.91401,1.91407,0.100553,0.361151,0.715524,28.1152,0.0235387,-1.21541,2.44501,0.00559282,0.636486,2.89173,1.07815,7.32762,4.41
9.94639e-05,1.27245,0.101636,0.00172675,0.730946,0.0442303,0.869622,0.0664508,0.00083606,0.125442,88.0188,0.24608,2.17253,2.08019,0.103319,0.188549,0.560632,35.5101,0.0188624,-3.42157,1.35058,0.0105873,0.519911,3.0051,1.07157,6.65821,2.88987
0.000134286,0.886657,0.10201,0.00179172,0.552255,0.034033,0.815836,0.055167,0.000400268,0.246528,77.8023,0.243815,2.4388,2.73595,0.0589336,0.218293,0.374692,35.9713,0.0310152,-2.30221,3.36642,0.0103406,0.80683,2.82657,0.961614,8.21313,4.06651
4.66137e-05,1.00484,0.0588268,0.00146121,0.326741,0.0285413,0.824799,0.0360163,0.00093968,0.212344,177.308,0.251587,2.55181,2.19726,0.0558596,0.339393,0.555677,17.3333,0.023822,-1.83528,1.96456,0.0114803,0.495172,2.51811,0.901583,6.23264,1.67577
0.000117373,1.48379,0.0906177,0.00181027,0.990284,0.0411735,1.1222,0.062435,0.000979001,0.154727,87.7053,0.297289,2.65476,2.40396,0.0598222,0.153806,0.704756,31.5321,0.0220808,-2.29486,2.8518,0.0122696,0.800399,2.85251,0.820349,4.44124,3.22192
0.000105619,0.590005,0.0868514,0.0011762,0.281802,0.068523,1.22688,0.0406091,0.000661116,0.123518,167.676,0.322712,2.41995,2.97327,0.0841063,0.254092,0.596256,35.984,0.0240044,-1.90375,1.17146,0.00426785,0.651703,2.02745,1.00136,4.63035,2.50584
0.000119659,1.49416,0.0853555,0.00269854,0.991421,0.0513968,1.21912,0.0321343,0.000420723,0.121717,150.832,0.466439,2.39535,1.32444,0.117483,0.321235,0.698392,17.1872,0.0218873,-2.54316,2.43747,0.00522344,0.666451,2.96158,1.14662,5.09655,4.11073
7.99932e-05,1.22346,0.103315,0.00152752,0.206715,0.0493518,0.798687,0.0570487,0.000978797,0.130144,162.595,0.387906,2.00189,2.68755,0.059964,0.187287,0.504812,16.1834,0.0201924,-3.05316,2.33883,0.00693028,0.587087,1.32688,0.76364,4.78662,3.60182
0.000136143,1.29801,0.099459,0.00286886,0.254347,0.0373707,0.807743,0.0745032,0.000649965,0.284614,79.4249,0.470639,2.97472,2.74667,0.0914037,0.189691,0.513916,15.8046,0.0277157,-2.64845,2.91355,0.0109261,0.377338,2.84636,0.573548,4.3817,3.56432
0.000118735,0.559221,0.0995242,0.00133131,0.89971,0.068624,1.0247,0.0545811,0.000733071,0.202276,67.5076,0.407235,1.81836,2.34103,0.13777,0.302197,0.7298,16.3972,0.0310848,-2.6205,1.38355,0.0112872,0.346226,1.97405,0.908292,8.43538,2.55639
0.000112946,1.15449,0.0815526,0.00206972,0.78624,0.0460872,1.12807,0.0696037,0.00098063,0.177102,62.2161,0.405424,2.25272,1.99623,0.10734,0.249961,0.349776,26.3857,0.0110202,-1.73361,1.66405,0.00935689,0.50241,1.2665,0.612635,6.66739,3.23936
0.000117962,1.06284,0.0837834,0.00152654,0.905189,0.0419312,1.29592,0.0560956,0.000478866,0.229916,65.9124,0.23125,2.29633,2.85755,0.114776,0.213561,0.349816,30.9681,0.0178971,-1.93133,1.59319,0.00586045,0.535251,3.09926,0.614165,6.83732,3.42067
7.22648e-05,1.41787,0.0899903,0.00176637,0.444646,0.0440355,0.667177,0.054292,0.00097021,0.136076,106.511,0.364286,2.27504,2.65917,0.122691,0.33541,0.551921,19.2493,0.0106961,-2.06014,2.62972,0.00579334,0.726882,1.52659,0.595031,6.52405,3.47965
0.000109803,0.957471,0.0862713,0.00211084,0.413736,0.0327512,0.848667,0.0659083,0.000766853,0.139377,101.393,0.399194,1.84405,2.52472,0.0865779,0.313826,0.476914,23.9347,0.0248113,-1.84632,2.29543,0.00798717,0.744653,1.60442,0.619302,5.73042,4.21534
0.000102911,1.3835,0.0521939,0.00281276,0.411459,0.0335493,1.40669,0.0595728,0.000717797,0.148484,72.7117,0.523074,1.23118,2.14622,0.0795239,0.320605,0.418717,23.4656,0.0108048,-1.50205,1.96713,0.00773865,0.389798,1.17841,0.976158,4.94438,1.98732
8.97343e-05,1.40545,0.102056,0.00141656,0.443925,0.0557894,1.22382,0.069704,0.000746641,0.206536,136.446,0.181987,2.40782,2.4926,0.11859,0.336977,0.425318,29.0429,0.0123926,-3.49121,1.17613,0.0054382,0.339007,2.84179,1.19956,4.399,1.84413
0.000111986,0.920285,0.0938707,0.0011865,0.720618,0.04669,1.45443,0.0566266,0.000655789,0.266906,90.4801,0.303964,3.03741,1.35632,0.139714,0.223186,0.260153,24.9571,0.0296786,-2.4611,2.83171,0.00559058,0.71479,1.27921,1.13357,7.83342,4.02733
0.000114494,1.36174,0.078521,0.00230684,0.370452,0.0425124,0.841434,0.0255191,0.000366811,0.231554,83.2261,0.20317,2.60465,1.70916,0.115379,0.178228,0.290319,33.8007,0.0119475,-2.50132,1.1986,0.00673892,0.629215,2.9465,1.03137,4.89843,3.25508
0.000115458,1.27054,0.0687438,0.00352291,0.321357,0.0335457,0.643628,0.0288991,0.000751559,0.219981,90.074,0.179502,2.5256,2.64679,0.0645203,0.308155,0.266631,14.5279,0.0128413,-1.74104,3.40782,0.00672818,0.838771,1.51358,0.62245,9.20333,3.1317
0.000116324,1.28238,0.102919,0.00253138,0.576406,0.0341968,1.09343,0.0396015,0.000820636,0.109616,121.718,0.501306,1.42246,2.60649,0.0761885,0.170492,0.707952,33.6144,0.0109891,-3.58647,1.80579,0.00646237,0.589298,1.3922,1.0593,10.1303,2.24157
0.000128742,0.917031,0.0980609,0.00121686,0.380443,0.0541575,1.24346,0.0325255,0.000765324,0.121269,161.935,0.33612,2.44561,1.67481,0.0819763,0.245404,0.376265,23.7679,0.030123,-2.37937,2.95653,0.00551319,0.83383,2.51951,1.15764,4.79485,2.21677
0.000110721,1.20832,0.100431,0.00258436,0.426143,0.0324895,0.669067,0.0713712,0.000672483,0.173209,105.538,0.483724,2.52252,1.63089,0.0619414,0.253927,0.48367,14.1832,0.0131722,-3.09678,1.62679,0.00621178,0.901078,2.19588,0.736348,9.21083,2.20219
0.000127018,1.46706,0.0874644,0.00266476,0.609191,0.0324555,0.711212,0.058214,0.000501634,0.287654,119.431,0.291093,2.58646,2.19996,0.0938634,0.369091,0.745253,24.0443,0.0184719,-2.53917,2.28449,0.00803087,0.469979,1.28029,0.621528,4.31823,3.32063
0.000134743,1.21007,0.0952169,0.00160876,0.654938,0.0474137,1.35304,0.0538888,0.00069919,0.274819,87.2537,0.393897,2.67322,2.84461,0.138788,0.24453,0.400296,13.0031,0.0140935,-2.66578,2.99518,0.00484698,0.779765,2.73032,0.601108,9.25143,2.2633
0.000136328,1.45359,0.100856,0.00195434,0.264913,0.0486875,1.23978,0.0382732,0.000991651,0.295698,154.642,0.357491,2.22936,2.91469,0.0539111,0.26976,0.499781,30.861,0.0150375,-1.86191,1.81453,0.00623264,0.671534,1.99009,1.12872,7.70908,4.3567
0.000146254,1.31774,0.0999707,0.00230617,0.535484,0.0345907,1.09673,0.054312,0.000704479,0.125177,175.281,0.33866,2.98059,2.12155,0.0874876,0.175924,0.463299,17.6373,0.0164196,-2.68116,1.46666,0.0126141,0.66782,1.72271,0.887982,8.01271,1.79098
9.08622e-05,1.32565,0.0725203,0.00145202,0.530761,0.0282392,1.31281,0.0396984,0.000759746,0.167162,128.653,0.419306,2.01525,2.32938,0.0968075,0.326605,0.496132,33.8273,0.0282039,-3.28916,1.44581,0.00697794,0.656269,1.78263,0.813984,6.64563,4.4736
0.00013079,0.847382,0.080029,0.0018326,0.744277,0.0381425,0.924457,0.0675382,0.000717605,0.13066,72.4893,0.367753,2.66882,2.75986,0.0730936,0.319801,0.667482,13.6072,0.0187714,-3.47061,3.09792,0.0115795,0.67401,2.1035,0.722474,6.79123,1.87696
3.5765e-05,1.04995,0.0561818,0.000983353,0.38116,0.028666,0.812738,0.0591336,0.000765104,0.198126,156.957,0.247822,1.63222,2.86759,0.0907853,0.170756,0.368363,19.6735,0.0155804,-2.81285,2.4868,0.00521988,0.688774,1.94418,0.950049,6.18972,2.28547
8.33427e-05,0.816466,0.0759941,0.00126987,0.25808,0.059689,1.34063,0.0666744,0.000853672,0.118158,111.966,0.297913,1.81004,2.58731,0.0841387,0.151182,0.670397,30.0939,0.0248385,-2.16099,2.0477,0.00732063,0.867795,2.42552,0.936366,4.46074,1.94305
9.42318e-05,1.10856,0.0894317,0.00237019,0.509399,0.042712,0.988148,0.0314879,0.000937072,0.129881,177.611,0.222898,1.65416,2.29107,0.0613361,0.346287,0.515214,12.7588,0.0161269,-1.67284,1.88282,0.00920596,0.842378,1.42098,1.19808,8.07355,2.88736
0.000135654,0.978443,0.104325,0.00152107,0.356522,0.0382454,0.75477,0.0447945,0.000659067,0.190965,77.0535,0.361185,3.00829,2.39949,0.106341,0.31388,0.581969,16.3913,0.030288,-2.50154,2.42974,0.00500173,0.654767,1.22439,0.754786,6.47394,2.70734
0.00014593,0.907939,0.0738021,0.0026366,0.365586,0.0643674,1.60318,0.0293498,0.000543158,0.111619,171.225,0.445904,1.72408,2.51119,0.106332,0.186909,0.498706,18.8224,0.029804,-1.31902,2.13026,0.00446577,0.769712,2.33924,0.837561,10.2576,2.04024
9.49176e-05,1.41443,0.104409,0.00211174,0.694762,0.0317511,1.39682,0.0370308,0.000945639,0.11258,156.119,0.292134,2.60344,2.99321,0.134796,0.167613,0.720833,25.7703,0.021465,-1.46633,2.96337,0.00738101,0.364231,3.29986,0.920637,9.44442,3.68749
0.000121218,1.14085,0.0816556,0.00204473,0.328372,0.0528536,1.66132,0.0422091,0.000874227,0.134922,158.321,0.340678,2.24754,1.88281,0.143044,0.347649,0.31741,36.1489,0.0299313,-2.84771,1.89978,0.0114704,0.759549,2.84728,1.01035,7.40852,2.31902
0.000103949,1.34518,0.0373236,0.00340873,0.254952,0.0360202,1.09037,0.0349802,0.000962392,0.189413,108.7,0.464571,2.80264,2.00739,0.0979225,0.164464,0.351888,35.8719,0.0223731,-2.70236,2.2053,0.00891082,0.78226,2.40515,0.552442,4.19355,1.72558
7.48052e-05,1.21547,0.0971781,0.00133158,0.710819,0.0619278,0.854406,0.026323,0.000762877,0.238373,179.233,0.281624,2.68135,2.35419,0.128592,0.294647,0.36011,35.9415,0.0231674,-2.54357,2.78147,0.00793453,0.43981,2.10524,0.909458,5.97774,1.95123
0.000130628,1.36301,0.07411,0.00222747,0.886934,0.0474987,1.20474,0.0310347,0.000675597,0.228112,134.543,0.406859,1.81197,2.597,0.134331,0.283989,0.675459,20.0596,0.0124719,-1.87499,2.90911,0.00577808,0.528934,2.56635,0.577552,4.48085,3.99281
0.000136748,0.688839,0.0871907,0.00149681,0.647953,0.0652055,0.748253,0.0564226,0.000802112,0.243034,165.067,0.232746,2.42689,1.78131,0.0528178,0.299043,0.278606,26.8958,0.0288936,-2.57531,2.74432,0.0114763,0.528407,1.90078,1.09449,7.42867,1.64022
9.79396e-05,1.09588,0.0927229,0.00174407,0.842738,0.0346842,0.586061,0.0692174,0.000778665,0.255221,179.19,0.225442,2.45922,2.81174,0.13865,0.348766,0.309036,29.4359,0.0188478,-3.16378,2.71038,0.0113394,0.710566,1.85887,1.03979,5.8613,3.25417
0.000122676,1.30891,0.0822484,0.00187776,0.979937,0.029081,1.52922,0.0283625,0.00080153,0.181249,88.1921,0.229269,1.73288,2.53314,0.107044,0.129168,0.6664,33.6698,0.0216468,-1.31605,1.60481,0.00905841,0.515509,1.22906,0.741452,8.40233,3.40289
0.000107328,1.15598,0.0553207,0.00169946,0.649152,0.0331452,1.6218,0.0367371,0.000982162,0.130107,143.618,0.361935,2.75364,1.65215,0.080565,0.281512,0.470216,14.2431,0.0122982,-2.92043,2.70949,0.00998365,0.915082,2.2311,1.01757,4.91796,4.14198
5.27889e-05,1.38975,0.0974871,0.000890715,0.887769,0.0347975,0.859638,0.0602426,0.000397269,0.276747,164.284,0.508321,2.1349,2.07301,0.0975364,0.360726,0.539589,34.8673,0.0314195,-1.34448,1.97006,0.0117203,0.680879,2.44511,0.5455,5.72018,3.3792
5.40226e-05,1.12831,0.102173,0.000883318,0.333044,0.056707,0.883674,0.0668493,0.000912976,0.276957,117.793,0.40217,1.99703,1.72295,0.128084,0.31742,0.709371,24.0587,0.0129333,-3.4323,2.276,0.0112733,0.449298,1.92527,1.1463,9.68191,1.92558
5.07988e-05,1.22747,0.0822575,0.00096558,0.395078,0.0492565,1.24918,0.0317586,0.000835076,0.208376,120.714,0.357077,1.69649,2.68184,0.118384,0.374957,0.748742,28.3987,0.0258764,-1.73319,3.08109,0.00857687,0.456993,1.58939,1.01825,7.33561,2.05706
0.000107389,0.957156,0.0996612,0.00102772,0.947925,0.0649853,1.11101,0.0274463,0.000423357,0.139196,141.258,0.494872,1.47806,2.26355,0.0764028,0.368324,0.450008,27.4037,0.0224159,-3.40544,2.67243,0.0118356,0.570321,2.93474,1.06743,8.13734,1.74938
9.6295e-05,1.03841,0.100166,0.00104781,0.804612,0.0531802,1.10341,0.0626551,0.00080024,0.23183,73.7186,0.493647,1.49875,2.90107,0.147011,0.192157,0.623408,26.1346,0.0170788,-3.08466,1.95644,0.00671613,0.867297,2.56162,0.953945,6.67997,2.28036
0.000143089,1.33786,0.0939125,0.00275009,0.357027,0.0571756,0.974331,0.063863,0.000735229,0.243827,72.5095,0.449747,2.35804,2.13096,0.130395,0.128185,0.382607,15.2549,0.0115198,-1.49864,1.81127,0.0072892,0.575809,1.92237,0.51078,7.35776,3.0021
5.97577e-05,1.46183,0.0951754,0.00102939,0.696859,0.0369502,1.12224,0.0502631,0.000914066,0.161923,76.3293,0.48289,2.79056,1.75476,0.104934,0.257192,0.745182,16.1921,0.016897,-1.87519,2.069,0.00576924,0.743071,2.49673,0.564314,5.93483,2.16409
8.4934e-05,0.871394,0.103486,0.00097086,0.879976,0.0503065,1.13703,0.0600074,0.000914894,0.110192,144.683,0.408973,1.98776,2.16028,0.0649539,0.283625,0.340239,28.9951,0.0300891,-2.71809,3.2429,0.00433392,0.670429,1.57339,1.02609,7.75556,4.31743
0.000139529,1.00498,0.0680595,0.00218619,0.499245,0.0352922,0.968497,0.0625547,0.000819488,0.115991,66.1394,0.268287,2.90718,2.72463,0.0978851,0.258363,0.737225,15.2755,0.0147362,-3.35435,2.63549,0.00458669,0.505458,2.48464,1.07764,9.43079,1.82054
8.99222e-05,1.14693,0.0835889,0.00159708,0.343233,0.0419496,1.03106,0.0576877,0.000423801,0.148267,101.451,0.392127,2.10147,2.2449,0.127854,0.332777,0.298761,30.9394,0.0236789,-1.73462,2.8024,0.00918636,0.676634,2.72021,0.63662,7.57519,2.16073
8.91431e-05,1.28952,0.0679793,0.00190789,0.449459,0.0287471,1.09754,0.053412,0.000688467,0.168965,177.016,0.37537,1.60145,2.78702,0.109403,0.261524,0.587088,25.9602,0.0164084,-3.57093,1.60526,0.00670004,0.838197,3.31878,0.846548,10.3435,3.50368
0.000103737,1.36891,0.096063,0.00288812,0.296187,0.0662904,1.34096,0.0518541,0.000806296,0.19162,158.183,0.175018,2.19266,2.00015,0.095951,0.298387,0.428182,23.5691,0.0248035,-3.42659,1.38144,0.00531696,0.642522,2.88475,0.994517,9.05005,4.41721
8.41025e-05,0.903786,0.0844111,0.00162067,0.444781,0.0599745,1.64682,0.048417,0.000950045,0.139371,146.157,0.5197,1.25184,2.71835,0.141661,0.21313,0.377142,35.0887,0.0165148,-1.51959,2.71206,0.0122982,0.807205,2.67811,1.19374,3.53753,2.83224
0.000107128,0.81051,0.0964797,0.00183144,0.583997,0.0452236,1.65787,0.072793,0.000888432,0.156299,165.964,0.354595,3.04811,2.31035,0.0902537,0.348053,0.566692,18.6165,0.0301275,-2.19113,1.96154,0.0117596,0.865328,1.58358,1.01152,5.79128,4.46778
0.000120305,1.27882,0.100296,0.00196716,0.598836,0.0723361,0.834197,0.0471524,0.000781614,0.145658,75.6496,0.481638,1.79781,2.01829,0.124932,0.353296,0.533297,19.1792,0.0179175,-1.536,1.92864,0.0126734,0.755055,2.88529,1.06646,6.33154,4.27239
0.000114244,1.30438,0.0949607,0.00235512,0.452633,0.0372371,0.780306,0.0676034,0.000554369,0.132698,134.365,0.444794,2.85964,2.10417,0.123327,0.320654,0.527788,30.4493,0.0233843,-2.9195,2.93159,0.0059367,0.733086,1.63289,0.587552,8.0041,3.48466
0.000131799,1.43841,0.07097,0.00300248,0.451957,0.0339745,1.172,0.0486996,0.000872651,0.216894,154.73,0.515292,1.79849,2.0446,0.144793,0.305412,0.676207,29.7327,0.0211417,-2.13364,2.80913,0.00775384,0.861935,2.78354,0.916827,4.55634,3.63746
0.000102223,0.733189,0.0788001,0.00120782,0.840875,0.0336332,1.1338,0.0675787,0.000775776,0.284933,136.381,0.514381,2.45412,2.04159,0.0542834,0.1774,0.610876,12.6197,0.0209833,-2.17775,2.3449,0.00921758,0.4792,1.96129,0.892659,6.45995,2.64391
0.000144857,1.03993,0.0925397,0.00340357,0.588186,0.0253996,0.608824,0.0391277,0.000543042,0.173142,78.507,0.427233,2.88218,1.99348,0.0722103,0.356608,0.300521,33.4412,0.0199854,-2.40527,3.41091,0.0103249,0.514621,2.73622,0.76991,9.14849,2.8096
0.000110117,0.821366,0.0801857,0.00127336,0.954165,0.041549,1.50408,0.059044,0.000687514,0.257586,179.359,0.288424,1.79135,2.84302,0.143153,0.293241,0.404059,30.3957,0.0213326,-1.27879,1.18456,0.00908259,0.448276,2.83767,0.744582,7.33416,3.06053
0.000125737,1.11876,0.070418,0.0018349,0.480742,0.0396652,0.925167,0.0666267,0.000912511,0.240263,159.509,0.276716,2.15214,2.77958,0.148714,0.130065,0.668242,19.2659,0.0278998,-1.38204,3.16141,0.0120803,0.896723,2.03726,0.736488,10.2724,2.34318
6.69784e-05,0.802632,0.0432518,0.00128595,0.426529,0.0305209,1.40081,0.0253326,0.00101385,0.297958,132.81,0.430578,2.95125,1.22769,0.0570007,0.214639,0.73566,33.0938,0.0225414,-2.0012,2.78473,0.0119616,0.455962,2.2314,0.937246,3.87399,2.87251
9.43217e-05,1.31611,0.0902456,0.00379745,0.26598,0.0671318,0.757656,0.0289136,0.00089932,0.109267,93.1504,0.223888,2.65546,2.53561,0.133388,0.359459,0.688065,24.8139,0.0307608,-2.61593,3.08548,0.0109602,0.540162,3.06583,0.699542,5.81345,3.81689
9.91459e-05,0.99973,0.0587992,0.00174243,0.508476,0.0299306,1.61237,0.06964,0.000485018,0.121275,164.53,0.332026,2.27103,1.91264,0.07064,0.267971,0.603694,27.131,0.0286955,-2.42849,2.52131,0.0108776,0.576534,2.52539,1.00299,4.60402,3.99175
5.9256e-05,1.23583,0.0818595,0.00122185,0.612063,0.065478,1.22823,0.0267771,0.000515035,0.170398,151.101,0.288254,2.14041,2.07901,0.0909129,0.356988,0.531224,32.2319,0.0217792,-1.84798,3.38054,0.00532092,0.533155,1.69455,1.16132,8.94074,3.74591
0.000130512,0.844256,0.0899778,0.00130381,0.97202,0.0438747,1.37614,0.0487202,0.000569763,0.174667,64.5983,0.336193,1.86537,2.25522,0.129236,0.291942,0.617306,31.0951,0.0155586,-3.0006,1.57977,0.0122561,0.522858,2.9104,1.135,7.96079,3.79496
0.000111184,1.23021,0.100925,0.00147063,0.540929,0.0612584,1.35026,0.058599,0.000743463,0.1488,162.559,0.20422,2.23198,2.15968,0.0704078,0.296048,0.664631,32.4604,0.027128,-3.2695,3.01235,0.0101999,0.398008,1.81137,1.14355,7.03841,2.02209
0.000101966,0.93303,0.0845868,0.00156536,0.937434,0.0538683,1.06529,0.0367027,0.000675543,0.245707,98.8258,0.408252,1.6435,2.16778,0.0740407,0.131749,0.500395,32.3345,0.0302634,-2.61827,2.6047,0.0091353,0.73006,3.23639,1.09789,4.12341,1.84152
8.03317e-05,0.978497,0.0810523,0.000999747,0.690686,0.0392739,1.24931,0.032796,0.000923737,0.228952,108.514,0.332563,2.73189,2.18208,0.143397,0.200695,0.489353,21.2046,0.014112,-1.41363,3.05886,0.0123456,0.718299,1.67072,1.05911,4.19095,2.92415
0.000123733,0.6866,0.104657,0.00161444,0.830347,0.047015,1.14277,0.0695279,0.000754741,0.219215,86.7521,0.472177,2.76177,2.98957,0.0993754,0.179039,0.44242,24.0217,0.0191322,-2.99005,3.11457,0.00996289,0.688195,1.91997,0.936283,5.35301,2.69307
8.18752e-05,0.844629,0.0647141,0.00110555,0.833234,0.0325722,1.22296,0.0430209,0.000720218,0.197728,155.011,0.347634,2.09041,2.44363,0.135541,0.184558,0.609772,16.281,0.028639,-3.05657,2.16421,0.00655905,0.441447,1.20508,1.01264,9.82579,2.82282
7.78256e-05,0.971454,0.0803745,0.00135742,0.857972,0.0496936,1.23656,0.030707,0.000802243,0.124647,123.62,0.282759,2.03253,2.64398,0.0950314,0.217921,0.672594,13.9228,0.03084,-2.9215,1.76854,0.0113654,0.390273,1.42112,1.19146,8.17062,2.2434
6.57934e-05,1.33649,0.052667,0.00214715,0.304867,0.0268875,0.871176,0.048693,0.000759967,0.257475,163.236,0.502759,2.44967,2.48906,0.0680687,0.325979,0.603535,13.6391,0.0129835,-1.81827,3.16804,0.00752942,0.594766,2.76817,0.486698,6.37617,3.03402
3.60126e-05,1.19054,0.0547047,0.000918402,0.486687,0.0251944,1.44032,0.0407103,0.00100526,0.182161,69.5647,0.415385,2.74305,1.79719,0.110364,0.150486,0.627823,29.5488,0.023558,-1.30098,2.68007,0.0120229,0.519945,3.327,0.573169,9.20662,2.70362
8.99804e-05,1.05494,0.0561775,0.00109915,0.588866,0.0268898,1.09758,0.0685949,0.000884152,0.214567,92.1237,0.435581,2.63619,2.58599,0.133954,0.359126,0.387785,17.3414,0.0186402,-2.60951,1.51501,0.010675,0.51681,1.30303,1.04926,7.61915,4.32477
0.000144148,0.941642,0.0753229,0.00205264,0.512649,0.0400035,1.59108,0.0684435,0.000686819,0.247585,173.709,0.299348,2.50026,2.2129,0.146975,0.357631,0.741339,33.7504,0.0217519,-1.2893,1.80799,0.00878025,0.729843,1.31496,0.650031,4.41966,3.56093
0.000140481,1.18779,0.0679643,0.00269409,0.423217,0.0322133,0.568609,0.0291703,0.000411052,0.215527,139.674,0.487864,2.09354,2.59107,0.143812,0.340747,0.730788,37.0098,0.0199489,-2.23794,2.53313,0.00607301,0.885222,2.59047,0.716937,4.58721,4.35877
6.96873e-05,1.45985,0.0973635,0.0016855,0.958487,0.0343693,0.910157,0.0689698,0.000904398,0.176483,64.179,0.197584,2.45303,2.52181,0.110794,0.315035,0.45196,23.9289,0.0171446,-2.77638,3.27686,0.00787055,0.541765,2.50843,1.00637,9.96979,1.92463
0.000131095,1.42313,0.0615367,0.00339254,0.430908,0.0418984,0.989691,0.0388824,0.00094341,0.185885,105.892,0.432973,2.87525,2.7462,0.0658346,0.352365,0.394297,36.6059,0.0164041,-2.85127,1.51351,0.007873,0.637595,2.79545,0.779086,3.80119,3.85664
9.56728e-05,0.871606,0.0766202,0.00230227,0.218308,0.0281495,0.837771,0.0489792,0.000349609,0.253428,81.0942,0.462092,2.04342,1.71112,0.0894012,0.249434,0.349994,30.2711,0.016245,-3.23045,1.48574,0.00445316,0.579494,1.99616,1.04756,7.90306,2.4323
8.9177e-05,0.764696,0.0872981,0.00114129,0.949834,0.048092,0.881766,0.0447958,0.000452501,0.25587,152.373,0.37564,1.43676,2.9268,0.101857,0.321443,0.726362,26.1699,0.0125254,-2.70249,2.5008,0.00997512,0.597633,2.96138,1.0397,6.40821,2.47322
0.000123085,0.937531,0.0904362,0.00161902,0.986716,0.0493097,1.22733,0.0320078,0.000415011,0.27347,79.7151,0.304483,2.59491,2.25881,0.0527397,0.366353,0.739071,14.667,0.020258,-2.61397,2.53487,0.0122719,0.611241,1.22934,0.678909,10.4316,2.97201
0.000143905,1.11837,0.10137,0.00155723,0.733956,0.0433207,1.34963,0.0339868,0.0009227,0.266116,77.7962,0.310219,2.11238,2.86483,0.124939,0.293246,0.596616,36.5042,0.0293819,-2.52853,2.9584,0.00510301,0.572193,2.57406,0.667385,3.79756,1.9917
0.00012282,0.99111,0.102863,0.00238677,0.295957,0.0565446,0.990605,0.058896,0.000706279,0.186588,76.0133,0.461078,2.00772,2.29775,0.143604,0.36619,0.552954,13.263,0.0131755,-2.13425,1.95812,0.0077331,0.836877,1.36246,0.801143,5.64077,4.22656
7.87208e-05,1.17888,0.100177,0.00116222,0.559031,0.0593329,1.42838,0.044562,0.00099251,0.262769,167.07,0.474971,3.0516,1.91891,0.126332,0.303801,0.62738,20.6825,0.0239862,-3.19734,3.44179,0.0122195,0.458824,1.72866,0.710702,9.44759,3.2306
0.000144105,1.03456,0.0824007,0.00147182,0.478804,0.0354665,1.0373,0.0575335,0.000737597,0.236185,70.8842,0.493369,1.55921,2.47665,0.13584,0.19882,0.643252,34.8314,0.0241108,-2.45798,2.69747,0.00515859,0.899721,2.10585,0.785123,6.54101,3.2226
